--------------SJF双队列--------------
taskID	到达时间	开始时间	服务时间	结束时间	周转时间	 带权周转时间
1			0			0			2			2			2			1.0
2			1			1			9			10			9			1.0
3			2			2			3			5			3			1.0
4			3			5			2			7			4			2.0
5			4			131			9			140			136			15.1
6			5			8			2			10			5			2.5
7			6			7			1			8			2			2.0
8			7			10			2			12			5			2.5
9			8			11			2			13			5			2.5
10			9			10			1			11			2			2.0
11			10			12			3			15			5			1.7
12			11			15			6			21			10			1.7
13			12			15			6			21			9			1.5
14			13			13			2			15			2			1.0
15			14			132			9			141			127			14.1
16			15			140			9			149			134			14.9
17			16			23			6			29			13			2.2
18			17			141			9			150			133			14.8
19			18			21			3			24			6			2.0
20			19			21			2			23			4			2.0
21			20			29			6			35			15			2.5
22			21			31			6			37			16			2.7
23			22			37			6			43			21			3.5
24			23			149			9			158			135			15.0
25			24			24			2			26			2			1.0
26			25			150			9			159			134			14.9
27			26			26			2			28			2			1.0
28			27			28			3			31			4			1.3
29			28			37			6			43			15			2.5
30			29			44			6			50			21			3.5
31			30			158			9			167			137			15.2
32			31			159			9			168			137			15.2
33			32			50			6			56			24			4.0
34			33			35			2			37			4			2.0
35			34			56			6			62			28			4.7
36			35			167			9			176			141			15.7
37			36			168			9			177			141			15.7
38			37			176			9			185			148			16.4
39			38			43			1			44			6			6.0
40			39			43			1			44			5			5.0
41			40			44			3			47			7			2.3
42			41			63			6			69			28			4.7
43			42			74			6			80			38			6.3
44			43			83			6			89			46			7.7
45			44			95			6			101			57			9.5
46			45			47			3			50			5			1.7
47			46			101			6			107			61			10.2
48			47			177			9			186			139			15.4
49			48			50			3			53			5			1.7
50			49			185			9			194			145			16.1
51			50			102			6			108			58			9.7
52			51			186			9			195			144			16.0
53			52			107			6			113			61			10.2
54			53			53			2			55			2			1.0
55			54			108			6			114			60			10.0
56			55			55			1			56			1			1.0
57			56			56			3			59			3			1.0
58			57			194			9			203			146			16.2
59			58			59			3			62			4			1.3
60			59			195			9			204			145			16.1
61			60			62			1			63			3			3.0
62			61			62			3			65			4			1.3
63			62			113			6			119			57			9.5
64			63			203			9			212			149			16.6
65			64			65			3			68			4			1.3
66			65			204			9			213			148			16.4
67			66			68			2			70			4			2.0
68			67			69			2			71			4			2.0
69			68			70			3			73			5			1.7
70			69			73			3			76			7			2.3
71			70			212			9			221			151			16.8
72			71			71			1			72			1			1.0
73			72			72			2			74			2			1.0
74			73			213			9			222			149			16.6
75			74			221			9			230			156			17.3
76			75			76			2			78			3			1.5
77			76			114			6			120			44			7.3
78			77			78			2			80			3			1.5
79			78			119			6			125			47			7.8
80			79			80			3			83			4			1.3
81			80			80			1			81			1			1.0
82			81			81			2			83			2			1.0
83			82			120			6			126			44			7.3
84			83			83			3			86			3			1.0
85			84			222			9			231			147			16.3
86			85			86			1			87			2			2.0
87			86			87			2			89			3			1.5
88			87			89			2			91			4			2.0
89			88			89			1			90			2			2.0
90			89			91			3			94			5			1.7
91			90			90			2			92			2			1.0
92			91			92			3			95			4			1.3
93			92			125			6			131			39			6.5
94			93			94			3			97			4			1.3
95			94			230			9			239			145			16.1
96			95			126			6			132			37			6.2
97			96			97			1			98			2			2.0
98			97			231			9			240			143			15.9
99			98			98			3			101			3			1.0
100			99			101			1			102			3			3.0
