--------------SJF单队列--------------
taskID	到达时间	开始时间	服务时间	结束时间	周转时间	 带权周转时间
1			0			0			2			2			2			1.0
2			1			253			9			262			261			29.0
3			2			2			3			5			3			1.0
4			3			5			2			7			4			2.0
5			4			262			9			271			267			29.7
6			5			8			2			10			5			2.5
7			6			7			1			8			2			2.0
8			7			11			2			13			6			3.0
9			8			13			2			15			7			3.5
10			9			10			1			11			2			2.0
11			10			17			3			20			10			3.3
12			11			32			6			38			27			4.5
13			12			51			6			57			45			7.5
14			13			15			2			17			4			2.0
15			14			271			9			280			266			29.6
16			15			280			9			289			274			30.4
17			16			121			6			127			111			18.5
18			17			289			9			298			281			31.2
19			18			22			3			25			7			2.3
20			19			20			2			22			3			1.5
21			20			127			6			133			113			18.8
22			21			133			6			139			118			19.7
23			22			139			6			145			123			20.5
24			23			298			9			307			284			31.6
25			24			25			2			27			3			1.5
26			25			307			9			316			291			32.3
27			26			27			2			29			3			1.5
28			27			29			3			32			5			1.7
29			28			145			6			151			123			20.5
30			29			151			6			157			128			21.3
31			30			316			9			325			295			32.8
32			31			325			9			334			303			33.7
33			32			157			6			163			131			21.8
34			33			40			2			42			9			4.5
35			34			163			6			169			135			22.5
36			35			334			9			343			308			34.2
37			36			343			9			352			316			35.1
38			37			352			9			361			324			36.0
39			38			38			1			39			1			1.0
40			39			39			1			40			1			1.0
41			40			42			3			45			5			1.7
42			41			169			6			175			134			22.3
43			42			175			6			181			139			23.2
44			43			181			6			187			144			24.0
45			44			187			6			193			149			24.8
46			45			45			3			48			3			1.0
47			46			193			6			199			153			25.5
48			47			361			9			370			323			35.9
49			48			48			3			51			3			1.0
50			49			370			9			379			330			36.7
51			50			199			6			205			155			25.8
52			51			379			9			388			337			37.4
53			52			205			6			211			159			26.5
54			53			58			2			60			7			3.5
55			54			211			6			217			163			27.2
56			55			57			1			58			3			3.0
57			56			61			3			64			8			2.7
58			57			388			9			397			340			37.8
59			58			64			3			67			9			3.0
60			59			397			9			406			347			38.6
61			60			60			1			61			1			1.0
62			61			74			3			77			16			5.3
63			62			217			6			223			161			26.8
64			63			406			9			415			352			39.1
65			64			84			3			87			23			7.7
66			65			415			9			424			359			39.9
67			66			67			2			69			3			1.5
68			67			69			2			71			4			2.0
69			68			95			3			98			30			10.0
70			69			100			3			103			34			11.3
71			70			424			9			433			363			40.3
72			71			71			1			72			1			1.0
73			72			72			2			74			2			1.0
74			73			433			9			442			369			41.0
75			74			442			9			451			377			41.9
76			75			77			2			79			4			2.0
77			76			223			6			229			153			25.5
78			77			79			2			81			4			2.0
79			78			229			6			235			157			26.2
80			79			103			3			106			27			9.0
81			80			81			1			82			2			2.0
82			81			82			2			84			3			1.5
83			82			235			6			241			159			26.5
84			83			106			3			109			26			8.7
85			84			451			9			460			376			41.8
86			85			87			1			88			3			3.0
87			86			89			2			91			5			2.5
88			87			91			2			93			6			3.0
89			88			88			1			89			1			1.0
90			89			109			3			112			23			7.7
91			90			93			2			95			5			2.5
92			91			112			3			115			24			8.0
93			92			241			6			247			155			25.8
94			93			115			3			118			25			8.3
95			94			460			9			469			375			41.7
96			95			247			6			253			158			26.3
97			96			98			1			99			3			3.0
98			97			469			9			478			381			42.3
99			98			118			3			121			23			7.7
100			99			99			1			100			1			1.0
